@RELATION training_keyboard


   @ATTRIBUTE score NUMERIC
   @ATTRIBUTE prev_score NUMERIC
   @ATTRIBUTE prev_action {Stop,West,East,North,South}
   @ATTRIBUTE num_food NUMERIC
   @ATTRIBUTE num_capsules NUMERIC
   @ATTRIBUTE pacman_x NUMERIC
   @ATTRIBUTE pacman_y NUMERIC
   @ATTRIBUTE ghost0_x NUMERIC
   @ATTRIBUTE ghost0_y NUMERIC
   @ATTRIBUTE ghost1_x NUMERIC
   @ATTRIBUTE ghost1_y NUMERIC
   @ATTRIBUTE ghost2_x NUMERIC
   @ATTRIBUTE ghost2_y NUMERIC
   @ATTRIBUTE ghost3_x NUMERIC
   @ATTRIBUTE ghost3_y NUMERIC


   @data
505,504,West,0,0,10,3,5,9,-1,-1,-1,-1,-1,-1
504,503,West,0,0,9,3,5,9,-1,-1,-1,-1,-1,-1
503,502,West,0,0,8,3,5,9,-1,-1,-1,-1,-1,-1
502,501,West,0,0,7,3,5,9,-1,-1,-1,-1,-1,-1
501,500,West,0,0,6,3,5,9,-1,-1,-1,-1,-1,-1
500,499,West,0,0,5,3,5,9,-1,-1,-1,-1,-1,-1
499,498,North,0,0,5,4,5,9,-1,-1,-1,-1,-1,-1
498,497,North,0,0,5,5,5,9,-1,-1,-1,-1,-1,-1
497,496,North,0,0,5,6,5,9,-1,-1,-1,-1,-1,-1
496,495,North,0,0,5,7,5,9,-1,-1,-1,-1,-1,-1
495,494,North,0,0,5,8,5,9,-1,-1,-1,-1,-1,-1
0,-1,Stop,0,0,1,18,5,9,11,3,17,6,25,13
-1,-2,Stop,0,0,1,18,6,9,11,4,16,6,25,13
-2,-3,Stop,0,0,1,18,6,9,10,4,15,6,25,13
-3,-4,Stop,0,0,1,18,5,9,10,3,15,6,25,14
-4,-5,Stop,0,0,1,18,5,10,9,3,16,6,25,13
-5,-6,Stop,0,0,1,18,6,10,10,3,17,6,25,14
-6,-7,East,0,0,2,18,6,10,11,3,17,6,25,13
-7,-8,East,0,0,3,18,6,9,11,3,18,6,25,13
-8,-9,East,0,0,4,18,5,9,10,3,19,6,25,13
-9,-10,East,0,0,5,18,5,9,9,3,19,6,25,14
-10,-11,East,0,0,6,18,5,9,9,3,20,6,25,14
-11,-12,East,0,0,7,18,5,9,8,3,19,6,25,15
-12,-13,East,0,0,8,18,4,9,9,3,19,6,24,15
-13,-14,East,0,0,9,18,4,9,8,3,19,6,24,14
-14,-15,East,0,0,10,18,5,9,7,3,18,6,24,15
-15,-16,East,0,0,11,18,4,9,8,3,17,6,24,15
-16,-17,East,0,0,12,18,4,10,9,3,17,6,24,16
-17,-18,East,0,0,13,18,4,9,9,4,17,5,23,16
-18,-19,East,0,0,14,18,4,8,8,4,18,5,24,16
-19,-20,East,0,0,15,18,4,7,8,5,17,5,25,16
-20,-21,East,0,0,16,18,4,7,8,6,17,4,25,15
-21,-22,East,0,0,17,18,5,7,8,6,16,4,25,14
-22,-23,East,0,0,18,18,5,8,8,5,16,3,25,14
-23,-24,East,0,0,19,18,5,9,8,6,16,4,25,15
-24,-25,East,0,0,20,18,5,9,9,6,16,4,25,15
-25,-26,East,0,0,21,18,5,8,9,7,17,4,25,16
-26,-27,East,0,0,22,18,6,8,10,7,16,4,24,16
-27,-28,East,0,0,23,18,6,7,11,7,16,4,24,15
-28,-29,East,0,0,24,18,6,6,11,6,15,4,24,14
-29,-30,East,0,0,25,18,7,6,11,6,14,4,25,14
-30,-31,East,0,0,25,18,7,6,11,7,15,4,25,13
-31,-32,South,0,0,25,17,6,6,11,8,15,4,25,13
-32,-33,South,0,0,25,16,5,6,10,8,14,4,25,13
167,166,South,0,0,25,15,5,7,11,8,14,4,-1,-1
166,165,South,0,0,25,14,5,8,11,8,14,5,-1,-1
165,164,South,0,0,25,13,5,8,11,9,13,5,-1,-1
164,163,South,0,0,25,13,6,8,11,8,13,5,-1,-1
163,162,South,0,0,25,13,6,9,11,8,13,5,-1,-1
162,161,South,0,0,25,13,6,8,11,8,13,6,-1,-1
161,160,South,0,0,25,13,5,8,11,8,14,6,-1,-1
160,159,South,0,0,25,13,6,8,11,8,14,6,-1,-1
159,158,South,0,0,25,13,6,9,11,9,14,6,-1,-1
158,157,South,0,0,25,13,5,9,11,9,15,6,-1,-1
157,156,North,0,0,25,14,5,8,11,9,15,6,-1,-1
156,155,North,0,0,25,15,6,8,10,9,16,6,-1,-1
155,154,West,0,0,24,15,6,7,9,9,15,6,-1,-1
154,153,West,0,0,23,15,6,8,9,10,16,6,-1,-1
153,152,West,0,0,22,15,6,8,9,11,17,6,-1,-1
152,151,West,0,0,21,15,6,9,9,10,17,5,-1,-1
151,150,West,0,0,20,15,6,8,8,10,18,5,-1,-1
150,149,South,0,0,20,14,5,8,8,10,19,5,-1,-1
149,148,South,0,0,20,13,6,8,8,10,19,6,-1,-1
148,147,South,0,0,20,12,5,8,8,9,20,6,-1,-1
147,146,South,0,0,20,11,5,8,8,9,19,6,-1,-1
146,145,South,0,0,20,10,5,9,8,8,19,5,-1,-1
145,144,East,0,0,21,10,5,9,8,7,19,6,-1,-1
144,143,East,0,0,22,10,5,9,8,7,19,5,-1,-1
143,142,East,0,0,23,10,6,9,8,8,19,6,-1,-1
142,141,South,0,0,23,9,6,10,8,9,18,6,-1,-1
141,140,South,0,0,23,8,6,10,9,9,18,6,-1,-1
140,139,South,0,0,23,7,6,10,8,9,18,6,-1,-1
139,138,South,0,0,23,6,6,10,9,9,18,6,-1,-1
138,137,West,0,0,22,6,5,10,9,8,18,6,-1,-1
137,136,West,0,0,21,6,5,10,9,9,18,5,-1,-1
136,135,West,0,0,20,6,5,9,9,9,17,5,-1,-1
135,134,West,0,0,19,6,5,9,9,10,18,5,-1,-1
134,133,West,0,0,18,6,5,10,9,11,19,5,-1,-1
133,132,West,0,0,17,6,6,10,8,11,19,6,-1,-1
132,131,South,0,0,17,5,6,9,9,11,20,6,-1,-1
131,130,East,0,0,18,5,6,10,9,12,20,6,-1,-1
130,129,East,0,0,19,5,6,10,9,12,20,5,-1,-1
329,328,East,0,0,20,5,5,10,9,11,-1,-1,-1,-1
328,327,North,0,0,20,6,6,10,9,12,-1,-1,-1,-1
327,326,North,0,0,20,6,6,10,9,11,-1,-1,-1,-1
326,325,North,0,0,20,6,5,10,9,10,-1,-1,-1,-1
325,324,West,0,0,19,6,4,10,10,10,-1,-1,-1,-1
324,323,West,0,0,18,6,3,10,11,10,-1,-1,-1,-1
323,322,West,0,0,17,6,3,10,11,11,-1,-1,-1,-1
322,321,West,0,0,16,6,3,9,11,10,-1,-1,-1,-1
321,320,West,0,0,15,6,3,10,10,10,-1,-1,-1,-1
320,319,West,0,0,14,6,3,10,10,10,-1,-1,-1,-1
319,318,West,0,0,13,6,3,10,11,10,-1,-1,-1,-1
318,317,North,0,0,13,7,4,10,10,10,-1,-1,-1,-1
317,316,North,0,0,13,8,4,10,10,10,-1,-1,-1,-1
316,315,North,0,0,13,9,5,10,9,10,-1,-1,-1,-1
315,314,North,0,0,13,10,5,9,8,10,-1,-1,-1,-1
314,313,North,0,0,13,11,6,9,8,9,-1,-1,-1,-1
313,312,North,0,0,13,12,6,9,8,10,-1,-1,-1,-1
312,311,West,0,0,12,12,6,10,8,9,-1,-1,-1,-1
311,310,West,0,0,11,12,5,10,8,8,-1,-1,-1,-1
310,309,South,0,0,11,11,6,10,8,8,-1,-1,-1,-1
309,308,South,0,0,11,10,5,10,8,7,-1,-1,-1,-1
308,307,South,0,0,11,9,5,9,8,7,-1,-1,-1,-1
307,306,South,0,0,11,8,5,10,8,8,-1,-1,-1,-1
306,305,West,0,0,10,8,5,10,8,8,-1,-1,-1,-1
305,304,West,0,0,9,8,6,10,8,7,-1,-1,-1,-1
304,303,West,0,0,8,8,6,10,8,6,-1,-1,-1,-1
303,302,West,0,0,8,8,6,9,9,6,-1,-1,-1,-1
302,301,South,0,0,8,7,6,8,9,7,-1,-1,-1,-1
301,300,South,0,0,8,6,5,8,9,7,-1,-1,-1,-1
300,299,South,0,0,8,5,5,9,9,7,-1,-1,-1,-1
299,298,East,0,0,9,5,5,10,9,6,-1,-1,-1,-1
298,297,East,0,0,10,5,6,10,9,5,-1,-1,-1,-1
297,296,North,0,0,10,6,6,9,9,6,-1,-1,-1,-1
296,295,North,0,0,10,7,6,8,8,6,-1,-1,-1,-1
295,294,West,0,0,9,7,6,9,8,6,-1,-1,-1,-1
294,293,West,0,0,8,7,6,10,7,6,-1,-1,-1,-1
293,292,South,0,0,8,6,6,9,6,6,-1,-1,-1,-1
292,291,South,0,0,8,5,6,10,6,6,-1,-1,-1,-1
291,290,South,0,0,8,4,6,9,5,6,-1,-1,-1,-1
290,289,South,0,0,8,3,6,8,5,5,-1,-1,-1,-1
289,288,West,0,0,7,3,6,8,5,6,-1,-1,-1,-1
288,287,West,0,0,6,3,6,9,5,6,-1,-1,-1,-1
287,286,West,0,0,5,3,5,9,6,6,-1,-1,-1,-1
286,285,North,0,0,5,4,5,9,6,6,-1,-1,-1,-1
285,284,North,0,0,5,5,4,9,6,6,-1,-1,-1,-1
284,283,North,0,0,5,6,3,9,6,7,-1,-1,-1,-1
283,282,East,0,0,6,6,3,8,6,7,-1,-1,-1,-1
282,281,East,0,0,7,6,3,9,6,8,-1,-1,-1,-1
281,280,East,0,0,8,6,3,8,5,8,-1,-1,-1,-1
280,279,West,0,0,7,6,3,7,5,7,-1,-1,-1,-1
279,278,West,0,0,6,6,3,7,5,7,-1,-1,-1,-1
278,277,West,0,0,5,6,3,7,4,7,-1,-1,-1,-1
277,276,North,0,0,5,7,3,8,4,7,-1,-1,-1,-1
276,275,North,0,0,5,8,3,7,5,7,-1,-1,-1,-1
275,274,East,0,0,6,8,3,6,6,7,-1,-1,-1,-1
474,473,East,0,0,6,8,4,6,-1,-1,-1,-1,-1,-1
473,472,West,0,0,5,8,5,6,-1,-1,-1,-1,-1,-1
472,471,West,0,0,4,8,5,7,-1,-1,-1,-1,-1,-1
471,470,West,0,0,3,8,4,7,-1,-1,-1,-1,-1,-1
470,469,South,0,0,3,7,5,7,-1,-1,-1,-1,-1,-1
469,468,South,0,0,3,6,5,7,-1,-1,-1,-1,-1,-1
468,467,East,0,0,4,6,5,8,-1,-1,-1,-1,-1,-1
467,466,East,0,0,5,6,5,7,-1,-1,-1,-1,-1,-1
