@relation 'training_tutorial1-weka.filters.unsupervised.attribute.Reorder-R1,2,4,5,6,7,8,9,10,11,12,13,14,15,3'

@attribute score numeric
@attribute prev_score numeric
@attribute num_food numeric
@attribute num_capsules numeric
@attribute pacman_x numeric
@attribute pacman_y numeric
@attribute ghost0_x numeric
@attribute ghost0_y numeric
@attribute ghost1_x numeric
@attribute ghost1_y numeric
@attribute ghost2_x numeric
@attribute ghost2_y numeric
@attribute ghost3_x numeric
@attribute ghost3_y numeric
@attribute prev_action {Stop,West,East,North,South}

@data
-91,-92,0,0,8,10,5,9,11,3,17,6,25,13,North
-94,-95,0,0,8,11,5,9,11,3,17,6,25,13,North
-95,-96,0,0,8,12,5,9,11,3,17,6,25,13,North
-97,-98,0,0,8,12,5,9,11,3,17,6,25,13,North
-105,-106,0,0,8,12,5,9,11,3,17,6,25,13,North
-112,-113,0,0,8,9,5,9,11,3,17,6,25,13,North
-116,-117,0,0,8,9,5,9,11,3,17,6,25,13,North
-120,-121,0,0,8,9,5,9,11,3,17,6,25,13,North
-121,-122,0,0,8,10,5,9,11,3,17,6,25,13,North
-124,-125,0,0,8,9,5,9,11,3,17,6,25,13,North
-128,-129,0,0,8,9,5,9,11,3,17,6,25,13,North
-136,-137,0,0,8,9,5,9,11,3,17,6,25,13,North
-137,-138,0,0,8,10,5,9,11,3,17,6,25,13,North
-142,-143,0,0,8,11,5,9,11,3,17,6,25,13,North
-149,-150,0,0,8,12,5,9,11,3,17,6,25,13,North
-151,-152,0,0,8,12,5,9,11,3,17,6,25,13,North
-158,-159,0,0,8,11,5,9,11,3,17,6,25,13,North
-168,-169,0,0,8,7,5,9,11,3,17,6,25,13,North
-171,-172,0,0,8,8,5,9,11,3,17,6,25,13,North
572,571,0,0,13,4,-1,-1,-1,-1,-1,-1,16,6,North
570,569,0,0,14,5,-1,-1,-1,-1,-1,-1,16,6,North
569,568,0,0,14,6,-1,-1,-1,-1,-1,-1,16,6,North
187,186,0,0,7,5,6,4,-1,-1,11,3,16,6,South
186,185,0,0,7,4,6,4,-1,-1,11,3,16,6,South
380,379,0,0,10,3,-1,-1,-1,-1,11,3,16,6,South
573,572,0,0,14,4,-1,-1,-1,-1,-1,-1,16,6,South
571,570,0,0,14,4,-1,-1,-1,-1,-1,-1,16,6,South
97,96,120,2,6,11,9,3,11,7,19,12,22,9,South
295,294,118,2,7,10,9,3,11,7,19,12,22,9,South
393,392,117,2,8,9,9,3,11,7,19,12,22,9,South
491,490,116,2,9,8,9,3,11,7,19,12,22,9,South
689,688,114,2,10,7,9,3,11,7,19,12,22,9,South
887,886,114,2,11,6,9,3,-1,-1,19,12,22,9,South
986,985,113,2,11,5,9,3,-1,-1,19,12,22,9,South
1085,1084,112,2,11,4,9,3,-1,-1,19,12,22,9,South
1283,1282,110,2,10,3,9,3,-1,-1,19,12,22,9,South
2262,2261,104,2,19,11,-1,-1,-1,-1,-1,-1,22,9,South
2460,2459,102,2,20,10,-1,-1,-1,-1,-1,-1,22,9,South
2558,2557,101,2,21,9,-1,-1,-1,-1,-1,-1,22,9,South
776,775,45,2,6,4,1,5,8,5,11,5,18,5,South
873,872,44,2,6,3,1,5,8,5,11,5,18,5,South
870,869,44,2,6,4,1,5,8,5,11,5,18,5,South
952,951,43,2,6,4,1,5,8,5,11,5,18,5,South
948,947,43,2,6,4,1,5,8,5,11,5,18,5,South
947,946,43,2,6,3,1,5,8,5,11,5,18,5,South
944,943,43,2,6,4,1,5,8,5,11,5,18,5,South
943,942,43,2,6,3,1,5,8,5,11,5,18,5,South
930,929,43,2,6,4,1,5,8,5,11,5,18,5,South
926,925,43,2,6,4,1,5,8,5,11,5,18,5,South
921,920,43,2,6,3,1,5,8,5,11,5,18,5,South
908,907,43,2,6,4,1,5,8,5,11,5,18,5,South
906,905,43,2,6,4,1,5,8,5,11,5,18,5,South
901,900,43,2,6,3,1,5,8,5,11,5,18,5,South
897,896,43,2,6,3,1,5,8,5,11,5,18,5,South
895,894,43,2,6,3,1,5,8,5,11,5,18,5,South
893,892,43,2,6,3,1,5,8,5,11,5,18,5,South
891,890,43,2,6,3,1,5,8,5,11,5,18,5,South
886,885,43,2,6,4,1,5,8,5,11,5,18,5,South
882,881,43,2,6,4,1,5,8,5,11,5,18,5,South
878,877,43,2,6,4,1,5,8,5,11,5,18,5,South
877,876,43,2,6,3,1,5,8,5,11,5,18,5,South
874,873,43,2,6,4,1,5,8,5,11,5,18,5,South
871,870,43,2,6,3,1,5,8,5,11,5,18,5,South
866,865,43,2,6,4,1,5,8,5,11,5,18,5,South
863,862,43,2,6,3,1,5,8,5,11,5,18,5,South
860,859,43,2,6,4,1,5,8,5,11,5,18,5,South
147,146,0,0,7,5,6,4,-1,-1,11,3,16,6,South
146,145,0,0,7,4,6,4,-1,-1,11,3,16,6,South
340,339,0,0,10,3,-1,-1,-1,-1,11,3,16,6,South
185,184,0,0,7,5,6,4,-1,-1,11,3,16,6,South
184,183,0,0,7,4,6,4,-1,-1,11,3,16,6,South
378,377,0,0,10,3,-1,-1,-1,-1,11,3,16,6,South
-1,-2,0,0,1,17,5,9,11,3,17,6,25,13,South
-2,-3,0,0,1,16,5,9,11,3,17,6,25,13,South
-3,-4,0,0,1,15,5,9,11,3,17,6,25,13,South
-4,-5,0,0,1,14,5,9,11,3,17,6,25,13,South
-5,-6,0,0,1,13,5,9,11,3,17,6,25,13,South
-6,-7,0,0,1,12,5,9,11,3,17,6,25,13,South
-54,-55,0,0,8,11,5,9,11,3,17,6,25,13,South
-56,-57,0,0,8,11,5,9,11,3,17,6,25,13,South
-59,-60,0,0,8,10,5,9,11,3,17,6,25,13,South
-60,-61,0,0,8,9,5,9,11,3,17,6,25,13,South
-61,-62,0,0,8,8,5,9,11,3,17,6,25,13,South
-63,-64,0,0,8,8,5,9,11,3,17,6,25,13,South
-69,-70,0,0,8,8,5,9,11,3,17,6,25,13,South
-70,-71,0,0,8,7,5,9,11,3,17,6,25,13,South
-78,-79,0,0,8,9,5,9,11,3,17,6,25,13,South
-84,-85,0,0,8,9,5,9,11,3,17,6,25,13,South
-85,-86,0,0,8,8,5,9,11,3,17,6,25,13,South
-88,-89,0,0,8,9,5,9,11,3,17,6,25,13,South
-96,-97,0,0,8,11,5,9,11,3,17,6,25,13,South
-98,-99,0,0,8,11,5,9,11,3,17,6,25,13,South
-106,-107,0,0,8,11,5,9,11,3,17,6,25,13,South
-107,-108,0,0,8,10,5,9,11,3,17,6,25,13,South
-108,-109,0,0,8,9,5,9,11,3,17,6,25,13,South
-111,-112,0,0,8,8,5,9,11,3,17,6,25,13,South
-113,-114,0,0,8,8,5,9,11,3,17,6,25,13,South
-117,-118,0,0,8,8,5,9,11,3,17,6,25,13,South
-122,-123,0,0,8,9,5,9,11,3,17,6,25,13,South
-123,-124,0,0,8,8,5,9,11,3,17,6,25,13,South
-127,-128,0,0,8,8,5,9,11,3,17,6,25,13,South
-129,-130,0,0,8,8,5,9,11,3,17,6,25,13,South
-150,-151,0,0,8,11,5,9,11,3,17,6,25,13,South
-152,-153,0,0,8,11,5,9,11,3,17,6,25,13,South
-153,-154,0,0,8,10,5,9,11,3,17,6,25,13,South
-161,-162,0,0,8,10,5,9,11,3,17,6,25,13,South
-164,-165,0,0,8,9,5,9,11,3,17,6,25,13,South
-165,-166,0,0,8,8,5,9,11,3,17,6,25,13,South
-166,-167,0,0,8,7,5,9,11,3,17,6,25,13,South
-167,-168,0,0,8,6,5,9,11,3,17,6,25,13,South
183,182,0,0,7,5,6,4,-1,-1,11,3,16,6,South
182,181,0,0,7,4,6,4,-1,-1,11,3,16,6,South
376,375,0,0,10,3,-1,-1,-1,-1,11,3,16,6,South
